Country,Elo_Rating,Elo_Momentum,Poisson_Attack,Poisson_Defense,Short_Term_Attack,Short_Term_Defense,Long_Term_Attack,Long_Term_Defense,Attack_Volatility_Short,Defense_Volatility_Short,Attack_Volatility_Long,Defense_Volatility_Long
Argentina,2177.6484296219833,28.56704274488675,8.73403028830766,0.07981717415832289,3.426653126176336,0.30034165842162897,3.083826080774659,0.26013821896601597,0.28572057600829126,1.4628386940985252,0.49634736769939636,1.6423677741003069
Spain,2153.1069590423363,-7.201634274275875,10.145401617651883,0.08708101110785015,2.363323972747983,0.16774539702231775,2.861796870059427,0.3866647391426114,0.8703975618800995,2.43035082118503,0.7355020452658677,1.6395275664091242
France,2119.132284493806,31.96771717746651,8.79669307918824,0.09688366934314616,4.316269497872807,0.6166576388106069,3.523612747738614,0.7148897261679918,0.35456102695854264,0.7892165713596438,0.4645517624980605,0.9085420527395915
England,2062.1139438384535,23.089396398175268,8.280339774529534,0.08837202128217284,2.4102833339708463,0.2566836726659831,2.488682261909731,0.3128947169477018,0.892708943098729,2.2019622447636675,0.7803939254087497,1.8195665703147441
Brazil,2056.4858214403207,33.067173814004036,9.373404012356422,0.08857134504115295,3.544171151510376,0.37422847298806056,3.1806996510942414,0.5971813089989924,0.5119625708502836,1.4717152116257368,0.6750990506394181,1.059149515581926
Colombia,2045.276012943264,31.0748165096727,7.347391522004123,0.09967844334352463,1.7242553820809583,0.30351916192683287,2.406273816510229,0.5471949040657429,1.063777292546778,1.895477096058251,0.8183103775940318,1.2753181155127677
Portugal,2029.319601822272,19.095401269083595,8.979227375750714,0.10227629429929926,2.4827229364799495,0.3107725009450715,2.6980179424524238,0.5736668335963617,1.2175550608977155,1.587046653840114,0.950628736978079,1.078094823278734
Morocco,2014.5482094687377,21.215942732544818,5.814844810046803,0.09700733254096434,2.94795811484399,0.7513781673529214,2.600956812313804,0.45850029518701796,0.6156491926592041,1.0329953616869851,0.6066170412987181,1.298060280414563
Mexico,2003.1439550907287,38.28923742848565,5.481586493696124,0.12608747770878737,2.861734523499699,0.11013711944267637,2.310880965983518,0.2932906885846088,0.6081388016232928,2.9232878291098747,0.7521732365039159,2.0476040934970876
Netherlands,1968.9587011011815,23.762635673497016,8.915427632756378,0.12650780009184034,3.6205489568719607,0.8457339015708885,3.0359699088238656,0.7737887638542909,0.5243086884929679,0.36490017837270206,0.5838275042580519,0.7176088388873045
Japan,1966.9214556759214,9.04868506993148,6.402698241644042,0.1363635944912648,2.4479948128376363,0.5098207689715022,2.5095983619913116,0.4593660124088441,0.6908719636719918,1.1666829601897541,0.7117812418148746,1.3150889830880008
Ecuador,1941.029725846168,-16.818599537392174,5.272505428195702,0.10807231422346199,1.6968251424454435,0.44917655312992283,1.4976168813952642,0.3921524808257288,0.9487971429637989,0.8543290170239705,0.9202565595839894,0.9870685733780658
Norway,1939.506238982561,21.16333369313793,7.367119892183267,0.15948749407315205,2.914083291761223,1.4465134016705488,3.0826289478768856,1.0065507861914593,0.6199539988114907,0.6025861181649662,0.6709758466155179,0.8176192339899184
Switzerland,1936.7572638837642,32.63003104414565,7.198633741391581,0.1327974081148083,2.850916528665694,0.8054910335468642,2.7345795086833804,0.7980585732097097,0.5945651468843434,0.5619548503871302,0.6704507672851004,0.8509989347552379
Germany,1930.5997801557219,12.70520671753252,9.705174539562782,0.13632066323398234,3.2729300309666725,0.9394429670562642,3.3547500519015294,0.8087087285520583,0.7628931303861647,0.5537189953375601,0.6886444272006291,0.8038057046698057
Belgium,1928.6576137119582,35.73259004798865,8.495835217366212,0.12382187759205762,3.4393644965837833,0.4994354603848926,3.069735548054072,0.5936389067938824,0.8641931233804288,1.0118133343271989,0.8129056586924317,1.099225492143266
Uruguay,1915.5049086154163,-40.095219434003866,6.436109503303719,0.10817337793086358,1.4403433899451976,1.0961746807564938,1.3455530007859466,0.8099297127750504,0.7076928170881833,0.9756775782605213,0.9721158975191394,1.2886567838845093
Croatia,1912.796926023683,-13.19882292449688,6.99990303449995,0.12921740496891487,2.0848251654112904,0.9988858786200188,2.119335811001156,0.9734253340219929,0.4688995888774632,0.9237908527550366,0.6376674927657041,0.8876642682549795
Australia,1900.5190555236668,-11.95779030001313,5.080614627618674,0.13860008409336713,0.8962443299197036,0.5434556217223456,1.4490090400961668,0.6222928568310372,1.8402013083574658,1.2923767826362558,1.2036761080637133,1.0352673224843794
Iran,1891.7787485121253,9.212910674974637,5.105436257685649,0.1414525089793805,1.7702858640596644,0.548245943756967,2.032873296802734,0.6118333108169783,1.092390530850265,1.4692257777594002,0.8948326121024535,1.2652524822520157
Paraguay,1891.7436909566843,-11.612146921176418,4.751984686597048,0.13510846908626398,1.230853820248652,0.6129048691200677,1.5210472689902477,0.7427046087352366,1.1148472037541544,1.9682908864355966,0.8506353300690735,1.3375097396277469
