Country,Elo_Rating,Elo_Momentum,Poisson_Attack,Poisson_Defense,Short_Term_Attack,Short_Term_Defense,Long_Term_Attack,Long_Term_Defense,Attack_Volatility_Short,Defense_Volatility_Short,Attack_Volatility_Long,Defense_Volatility_Long
Argentina,2161.949898444307,5.291034433097593,8.561300191847453,0.0766353630634813,3.1197214891434113,0.1300827827827444,2.844875066518939,0.24176504457666487,0.46241511174272704,2.9116597385762684,0.6206246506702732,1.8254176342811284
Spain,2126.8026718348815,-27.147587867384573,10.046845538021202,0.09125102372189454,2.660603618730166,0.5661401869490736,3.1994534105484522,0.5771782791407958,0.6980168047001146,0.9330881261272893,0.6335950649173627,1.2029845817306177
France,2082.5103382460284,4.925355290321022,8.57450636621553,0.09982149001346169,3.0057047533762233,0.9680745303622561,2.9426023338819034,0.8403234408392983,0.450026756760179,0.5453555668134624,0.5274253543604854,0.8607305889655305
England,2058.8011969013687,1.6578486819444151,8.429210431983122,0.08976739765803303,2.2644770788741786,0.17877681757316535,2.3926059195959897,0.27062405081983704,0.7423329243664596,2.0514546744468554,0.7039204168674407,1.9291496359850406
Colombia,2035.4249724837762,-1.551176102144609,7.5801137783687915,0.10558250034190375,2.786197360795499,0.6613494842275672,2.7910459671446235,0.7130828650639967,0.5030227913767905,1.1997571776627662,0.6982105877194139,1.0683105550960266
Brazil,2013.8674493028407,8.096758065333688,9.282796179520352,0.09058369349212447,4.007738378763754,0.9343935595558674,3.195121645832713,0.797525549523857,0.7074473341875392,0.5385950523745083,0.7856572323119377,0.8125573632829226
Portugal,1988.587898963016,18.60402713045096,8.862939635607985,0.10607277144840699,2.6465552547197224,0.6572548488312111,2.7360148718180635,0.7444320755931719,0.7382625038383744,0.8404270846065555,0.8271182033522693,0.8597678322055077
Morocco,1986.0765930956957,5.7957450560008965,5.709527317151758,0.09597795810154548,2.730578109788014,0.35471646601451867,2.5401690221283264,0.2841722362299143,0.5636904626219871,1.1111964199682816,0.5920764487134594,1.445680799862724
Japan,1984.8003298045714,32.902443890899804,6.389020937519614,0.13741045698941368,1.786703433063126,0.134058071516001,2.307903452492417,0.34154439445807794,0.7198380087915747,3.3734595162787038,0.8036102792587742,1.7236434952808215
Mexico,1962.715609931593,11.14780385749009,5.318143466977292,0.13248489528832816,3.1957923141252285,0.37171241668339744,2.1824365325916215,0.43779809362854744,0.8201025816851979,1.285602885774086,0.9095769721004877,1.5669060919629507
Ecuador,1954.5611533829033,14.020375831759566,5.449426098926408,0.10838575990176731,2.3508743184970458,0.3848464181183788,1.6755875974306291,0.3520609109289918,0.48930182313106546,1.0865921672952576,0.7581985784752991,1.1325354986781293
Germany,1952.8552446235428,32.37840144723691,9.73907016674543,0.13452289743666362,3.449711334521113,0.636399714188312,3.1726410211487313,0.7045090458791774,0.5020996603805498,1.1243243819061834,0.6340306108332877,1.0588655135193161
Netherlands,1949.8939364137889,-1.953808466008013,8.707156544790873,0.1268984396670829,1.977270924208954,0.6545947031199324,2.4065865525923575,0.6805934935985865,0.713731479120335,0.5670908278383247,0.6407310199755717,0.9358156917414611
Australia,1948.3615173434919,-5.88225120086372,5.288485419251475,0.1380879376205525,1.596391540770177,0.7422027945671372,1.754822216477319,0.6911989357370689,1.2963187613412304,0.6531918264797882,1.0430492956487472,0.8634675700278145
Uruguay,1938.3325073565745,-7.244726624942359,6.416315544366108,0.10619126334241281,0.9015478125522083,0.7556285938555873,1.206950338354677,0.6574349879088144,1.2323007782573754,1.8732407070883925,1.1859506348021478,1.7000676812911133
Norway,1928.9722529393111,46.63595692880426,7.250064999212288,0.1511504888143582,2.3146738414783927,0.6796160961439673,2.889326160242983,0.7023851637708726,0.8578270160208898,0.6589477794818527,0.7841124682210252,0.9745595661394363
South Korea,1906.5985108637733,-22.287743373535022,5.122693211595665,0.15513413451281305,1.8704887150225211,0.512099473299063,1.9554875824604097,0.7052988261523173,1.1610802380965313,2.2354435000976207,0.8979171371475572,1.5920075070346615
Croatia,1904.9794950295936,-12.312883087667387,7.047784213350203,0.12997121304169384,1.791844429740103,1.1573365014662835,2.0520860402722247,0.9345090327691447,0.736961336053262,0.5583722089617142,0.760069986397038,0.8115739592973148
Iran,1897.1732859709405,-2.51048659371304,5.307828936462127,0.14569564096647233,2.7620307960871013,0.41462837384729495,2.306292780968586,0.5651504389343532,0.7209143989468094,1.5513750224569192,0.8104194194400146,1.3167488399972673
Belgium,1891.0378317589664,43.14337356906253,8.375400141426097,0.1227400852993409,4.184404271249942,0.36393566020863866,3.27382410291143,0.62039114960023,0.5720071384326493,1.745855421367161,0.7077529926244244,1.2029327623436146
Senegal,1879.4377920016361,-25.41605645327195,5.383966231792345,0.1326069690229099,1.5718711398821124,0.8039691222116836,2.045766151341821,0.6570209900407756,0.9977903373147305,1.3221091664560352,0.825381033167988,1.312638547121496
Turkey,1874.0164310707376,47.011425070825226,6.4931731282987855,0.1693551632718617,2.75224948550394,0.4535128676188218,2.586077791493696,0.7375038393013887,0.5333004901566154,1.415454598419549,0.6453415278714156,1.273937763753472
Switzerland,1871.5322963340966,-2.719481872038841,7.004265649033862,0.13531322386300157,2.587902144822229,0.7756806697379297,2.676094249225926,0.7786757267941875,0.8715348063581878,1.0503395572156935,0.7518005405315012,1.061127212893869
Algeria,1863.788627446362,-3.9544412268953693,5.98060182083104,0.16987475987776848,3.0317718722452796,0.14506158309571957,2.6013141629378578,0.3505026331650975,0.9549715691627554,3.2577942550665036,0.9488501255592995,1.7900231089001322
Canada,1857.6099680026402,0.10600750983758189,4.799906553187088,0.1635769433806432,1.4765150041609711,0.48974973455708404,1.5721955723296286,0.4582152621783757,0.817729253798801,1.381046305324484,0.9998723863583147,1.4313835910100217
Paraguay,1854.354797707106,6.068627630844958,4.833851567149907,0.14271556093764245,2.4372950503677924,0.5749007597309215,1.8512075995121804,0.6818853960088774,0.6319341647820753,1.2373993702875832,0.7469069153394021,1.0277517157419278
