Country,Elo_Rating,Elo_Momentum,Poisson_Attack,Poisson_Defense,Short_Term_Attack,Short_Term_Defense,Long_Term_Attack,Long_Term_Defense,Attack_Volatility_Short,Defense_Volatility_Short,Attack_Volatility_Long,Defense_Volatility_Long
Argentina,2162.037966360413,5.292412364124175,7.910991063644598,0.0827399176697262,3.1202420335042396,0.13006903343526885,2.8451785029023506,0.24174610283776685,0.4623884932550557,2.911649770419228,0.6206081965995579,1.8254125638633736
Spain,2127.0738519063784,-27.15084854792667,9.280017302475233,0.09855340244192942,2.661007109671111,0.5660804505955495,3.200163469680688,0.5770808206010438,0.6980421020737797,0.9330400033779067,0.6336033379158227,1.202953907263603
France,2082.7470159244735,4.915937161001693,7.923043012731944,0.10781651455808196,3.0063282082021834,0.9678771426114108,2.9432431916461548,0.8401342042916017,0.4499944017928696,0.5453651075389954,0.5273970742527473,0.8607243156155456
England,2059.089298727283,1.643259669137251,7.786879939751975,0.09693076986713928,2.264733681607076,0.17876389762362915,2.3931254896138237,0.27058528380813607,0.7423364859856585,2.051437748973259,0.7039302681148244,1.9291265745595036
Colombia,2035.5095878868492,-1.5399832792647885,7.003681694466303,0.114018058381273,2.7864413974202265,0.6612590059636169,2.7912624605207346,0.7130024785531845,0.5029857403587638,1.199723726411944,0.6981876938508242,1.068297236019655
Brazil,2013.9610852842884,8.106380251176233,8.577806316000204,0.09781981679338435,4.008107216568083,0.9343002249061221,3.1954096911528356,0.797449228853131,0.7074040756431474,0.5386228085972734,0.7856305630606466,0.8125721274643477
Portugal,1988.8330888049854,18.59077795614644,8.186783050406683,0.11456257833660016,2.6469523777160404,0.6571485729172318,2.7366084934444905,0.744263841520181,0.7384013403355199,0.840342560412969,0.827198319835213,0.8597187052568321
Morocco,1986.1991601282912,5.797453585839548,5.275823465902236,0.1036422416876771,2.7309280360990766,0.3546541980881501,2.540452251621786,0.28413677703986984,0.5636635142351195,1.1111981785340166,0.5920702751547094,1.4456914786773505
Japan,1984.9137167147558,32.91115815616399,5.903818752045543,0.14834546790141856,1.7870130174965255,0.134050117823309,2.308162839670376,0.34152123776259985,0.7197068534405544,3.373460493400931,0.8035615417083072,1.7236455537272775
Mexico,1962.8061418252394,11.160586613343185,4.916071782964894,0.14299216939724088,3.1964469838037806,0.37163276290919345,2.1828165371304324,0.4377422065305517,0.8201585766148435,1.2856384908723575,0.9096531021467531,1.5669495940594451
Ecuador,1954.6410343744265,14.025878738737447,5.035013429432134,0.11703469180984923,2.351063593019391,0.38480059704004194,1.6757188496881341,0.35202495464139016,0.4892735144520572,1.0865984452117994,0.7581820126121641,1.132540339590383
Germany,1953.1025768082945,32.378917933819366,8.998971114787777,0.1452761925343968,3.450470975402392,0.6363004076697807,3.1734258163382636,0.7043645832654668,0.5021734564842452,1.1242339208012804,0.6340607509397285,1.0588288684026292
Netherlands,1950.142381692859,-1.9630624450028336,8.045892254763798,0.1370613441822701,1.9776385122588467,0.6545126126042369,2.407264852932606,0.6804514761450021,0.7137822029369115,0.5669847275337421,0.6407832434368025,0.9356948687715805
